scorer,,,d22cs051,d22cs051,d22cs051,d22cs051,d22cs051,d22cs051,d22cs051,d22cs051,d22cs051,d22cs051,d22cs051,d22cs051,d22cs051,d22cs051,d22cs051,d22cs051
labeled-data,vid2,img500.png,988.2887446389245,246.52866968046055,800.9055677910437,103.45908195201113,831.292028901511,327.5592326417063,707.2139793671035,338.95415555813145,584.4020323789655,303.5032842625865,550.2172636296898,432.6457439820718,681.8919284417141,561.7882037015572,694.5529539044087,516.2085120358565
labeled-data,vid2,img561.png,917.3870020478346,314.89820717901165,737.6004404775706,192.08626019087365,824.9615161701636,419.98471851937717,673.0292106178279,475.6932305552336,529.9596228893785,451.63728217611373,519.8308025192227,536.466152776168,755.325876125343,611.1662030060663,622.3851087670494,631.4238437463778
labeled-data,vid2,img587.png,932.5802326030682,333.8897453730536,751.5275684865346,207.27949074610717,799.6394652447743,457.96779490746104,599.5952629341989,501.01528148062283,536.2901356207258,475.6932305552336,478.0494184923304,561.7882037015572,717.3427997372592,626.3594335612997,599.5952629341989,647.8831768478808
labeled-data,vid2,img643.png,983.2243344538467,344.0185657432093,811.0343881611996,227.53713148641862,822.4293110776248,418.71861597310766,698.3512615432171,435.1779490746107,581.8698272864265,437.7101541671497,731.2699277462232,636.4882539314556,610.9901858506241,658.0119972180364,,
labeled-data,vid2,img704.png,1140.2210501912602,341.4863606506704,955.3700784359185,214.876106023724,946.5073606120322,455.43558981492214,816.0987983462774,471.8949229164252,741.398748116379,449.1050770835748,648.973262238708,538.9983578687068,905.9920791314094,632.6899462926472,832.5581314477804,668.1408175881922
labeled-data,vid2,img751.png,792.0428499671575,257.9235925968858,622.3851087670494,128.7811328774004,662.9003902476722,345.28466828947876,528.693520343109,378.2033344924848,395.75275298481523,375.6711293999459,352.7052664116534,450.37117962984433,502.1053668714502,559.2559986090182,460.3239828445579,565.5865113403656
labeled-data,vid2,img848.png,893.3310536687147,303.5032842625865,735.0682353850316,170.56251690429275,767.9869015880377,384.5338472238322,643.9088520536302,394.6626675939879,551.4833661759594,364.27620648352075,502.1053668714502,473.1610254626947,640.1105444148218,594.7068699045633,629.9817240446662,551.6593833314014
labeled-data,vid2,img872.png,873.0734129284033,292.1083613461613,711.012287005912,165.4981067192149,794.5750550596965,340.22025810440095,655.3037749700554,417.45251342683827,516.0324948804143,408.58979560295194,462.8561879370968,544.0627680537846,657.8359800625944,571.9170240717128,578.0715196476181,606.1017928209883
labeled-data,vid2,img898.png,873.0734129284033,313.6321046327422,695.8190564506783,171.8286194505622,754.0597735790736,344.0185657432093,631.2478265909356,431.3796414358024,510.9680846953365,404.79148796414364,479.31552103859985,536.466152776168,598.3291603879295,625.0933310150303,635.046134229744,582.0458444418687
labeled-data,vid2,img909.png,871.8073103821339,308.56769444766434,733.8021328387622,188.28795255206524,769.2530041343073,363.0101039372513,624.9173138595883,436.4440516208802,519.8308025192227,411.12200069549095,475.51721339979144,527.6034349522815,610.9901858506241,625.0933310150303,637.5783393222829,571.9170240717128
labeled-data,vid2,img932.png,973.0955140836909,300.9710791700475,795.8411576059659,176.89302963564006,816.0987983462774,336.42195046559254,726.2055175611454,365.5423090297902,617.3206985819716,311.09989954020324,589.4664425640433,442.7745643522275,708.4800819133729,593.4407673582937,698.3512615432171,549.1271782388626
